rebalance_date,US Equity,US Bonds,REITs,Gold,Bitcoin,JPY
2009-10-30,0.2,0.3,0.034570829510762034,0.1654291704892381,0.0,0.29999999999999993
2009-11-30,0.2,0.3,0.034570829510762034,0.1654291704892381,0.0,0.29999999999999993
2009-12-31,0.2,0.3,0.0,0.2,0.0,0.3
2010-01-29,0.2,0.3,0.0,0.2,0.0,0.3
2010-02-26,0.2,0.3,0.0,0.2,0.0,0.3
2010-03-31,0.2,0.3,0.0,0.2,0.0,0.3
2010-04-30,0.2,0.3,0.0,0.2,0.0,0.3
2010-05-31,0.2,0.3,0.0,0.2,0.0,0.3
2010-06-30,0.2,0.3,0.0,0.2,0.0,0.3
2010-07-30,0.2,0.3,0.0,0.2,0.0,0.3
2010-08-31,0.2,0.3,0.0,0.2,0.0,0.3
2010-09-30,0.2,0.3,0.0,0.2,0.0,0.3
2010-10-29,0.2,0.3,0.0,0.2,0.0,0.3
2010-11-30,0.2,0.3,0.0,0.2,0.0,0.3
2010-12-31,0.24395833733517358,0.3,0.0,0.15343694930720955,0.002604713357616887,0.3
2011-01-31,0.24395833733517358,0.3,0.0,0.15343694930720955,0.002604713357616887,0.3
2011-02-28,0.24395833733517358,0.3,0.0,0.15343694930720955,0.002604713357616887,0.3
2011-03-31,0.24395833733517358,0.3,0.0,0.15343694930720955,0.002604713357616887,0.3
2011-04-29,0.24395833733517358,0.3,0.0,0.15343694930720955,0.002604713357616887,0.3
2011-05-31,0.24395833733517358,0.3,0.0,0.15343694930720955,0.002604713357616887,0.3
2011-06-30,0.24395833733517358,0.3,0.0,0.15343694930720955,0.002604713357616887,0.3
2011-07-29,0.24395833733517358,0.3,0.0,0.15343694930720955,0.002604713357616887,0.3
2011-08-31,0.24395833733517358,0.3,0.0,0.15343694930720955,0.002604713357616887,0.3
2011-09-30,0.24395833733517358,0.3,0.0,0.15343694930720955,0.002604713357616887,0.3
2011-10-31,0.24395833733517358,0.3,0.0,0.15343694930720955,0.002604713357616887,0.3
2011-11-30,0.24395833733517358,0.3,0.0,0.15343694930720955,0.002604713357616887,0.3
2011-12-30,0.2,0.3,0.0,0.19944613209009654,0.0005538679099035537,0.3
2012-01-31,0.2,0.3,0.0,0.19944613209009654,0.0005538679099035537,0.3
2012-02-29,0.2,0.3,0.0,0.19944613209009654,0.0005538679099035537,0.3
2012-03-30,0.2,0.3,0.0,0.19944613209009654,0.0005538679099035537,0.3
2012-04-30,0.2,0.3,0.0,0.19944613209009654,0.0005538679099035537,0.3
2012-05-31,0.2,0.3,0.0,0.19944613209009654,0.0005538679099035537,0.3
2012-06-29,0.2,0.3,0.0,0.19944613209009654,0.0005538679099035537,0.3
2012-07-31,0.2,0.3,0.0,0.19944613209009654,0.0005538679099035537,0.3
2012-08-31,0.2,0.3,0.0,0.19944613209009654,0.0005538679099035537,0.3
2012-09-28,0.2,0.3,0.0,0.19944613209009654,0.0005538679099035537,0.3
2012-10-31,0.2,0.3,0.0,0.19944613209009654,0.0005538679099035537,0.3
2012-11-30,0.2,0.3,0.0,0.19944613209009654,0.0005538679099035537,0.3
2012-12-31,0.20000000000000007,0.3,0.10174206569753542,0.08934272577818103,0.008915208524283505,0.3
2013-01-31,0.20000000000000007,0.3,0.10174206569753542,0.08934272577818103,0.008915208524283505,0.3
2013-02-28,0.20000000000000007,0.3,0.10174206569753542,0.08934272577818103,0.008915208524283505,0.3
2013-03-29,0.20000000000000007,0.3,0.10174206569753542,0.08934272577818103,0.008915208524283505,0.3
2013-04-30,0.20000000000000007,0.3,0.10174206569753542,0.08934272577818103,0.008915208524283505,0.3
2013-05-31,0.20000000000000007,0.3,0.10174206569753542,0.08934272577818103,0.008915208524283505,0.3
2013-06-28,0.20000000000000007,0.3,0.10174206569753542,0.08934272577818103,0.008915208524283505,0.3
2013-07-31,0.20000000000000007,0.3,0.10174206569753542,0.08934272577818103,0.008915208524283505,0.3
2013-08-30,0.20000000000000007,0.3,0.10174206569753542,0.08934272577818103,0.008915208524283505,0.3
2013-09-30,0.20000000000000007,0.3,0.10174206569753542,0.08934272577818103,0.008915208524283505,0.3
2013-10-31,0.20000000000000007,0.3,0.10174206569753542,0.08934272577818103,0.008915208524283505,0.3
2013-11-29,0.20000000000000007,0.3,0.10174206569753542,0.08934272577818103,0.008915208524283505,0.3
2013-12-31,0.3,0.3,0.052464425771209265,0.04448565936099308,0.0030499148677977095,0.3
2014-01-31,0.3,0.3,0.052464425771209265,0.04448565936099308,0.0030499148677977095,0.3
2014-02-28,0.3,0.3,0.052464425771209265,0.04448565936099308,0.0030499148677977095,0.3
2014-03-31,0.3,0.3,0.052464425771209265,0.04448565936099308,0.0030499148677977095,0.3
2014-04-30,0.3,0.3,0.052464425771209265,0.04448565936099308,0.0030499148677977095,0.3
2014-05-30,0.3,0.3,0.052464425771209265,0.04448565936099308,0.0030499148677977095,0.3
2014-06-30,0.3,0.3,0.052464425771209265,0.04448565936099308,0.0030499148677977095,0.3
2014-07-31,0.26666666666666666,0.39999999999999997,0.0,0.0949461614039495,0.0,0.23838717192938383
2014-08-31,0.26666666666666666,0.39999999999999997,0.0,0.0949461614039495,0.0,0.23838717192938383
2014-09-30,0.26666666666666666,0.39999999999999997,0.0,0.0949461614039495,0.0,0.23838717192938383
2014-10-31,0.3,0.3,0.052464425771209265,0.04448565936099308,0.0030499148677977095,0.3
2014-11-30,0.3,0.3,0.052464425771209265,0.04448565936099308,0.0030499148677977095,0.3
2014-12-31,0.26666666666666666,0.39999999999999997,0.0,0.09785745388424011,0.0,0.23547587944909323
2015-01-30,0.26666666666666666,0.39999999999999997,0.0,0.09785745388424011,0.0,0.23547587944909323
2015-02-27,0.29091556555184006,0.3,0.05395521816413009,0.049671946162616096,0.005457270121413728,0.3
2015-03-31,0.29091556555184006,0.3,0.05395521816413009,0.049671946162616096,0.005457270121413728,0.3
2015-04-30,0.29091556555184006,0.3,0.05395521816413009,0.049671946162616096,0.005457270121413728,0.3
2015-05-31,0.29091556555184006,0.3,0.05395521816413009,0.049671946162616096,0.005457270121413728,0.3
2015-06-30,0.26666666666666666,0.39999999999999997,0.0,0.09785745388424011,0.0,0.23547587944909323
2015-07-31,0.26666666666666666,0.39999999999999997,0.0,0.09785745388424011,0.0,0.23547587944909323
2015-08-31,0.26666666666666666,0.39999999999999997,0.0,0.09785745388424011,0.0,0.23547587944909323
2015-09-30,0.26666666666666666,0.39999999999999997,0.0,0.09785745388424011,0.0,0.23547587944909323
2015-10-30,0.29091556555184006,0.3,0.05395521816413009,0.049671946162616096,0.005457270121413728,0.3
2015-11-30,0.26666666666666666,0.39999999999999997,0.0,0.09785745388424011,0.0,0.23547587944909323
2015-12-31,0.26666666666666666,0.39999999999999997,0.0,0.13950779308140812,0.0,0.19382554025192522
2016-01-31,0.26666666666666666,0.39999999999999997,0.0,0.13950779308140812,0.0,0.19382554025192522
2016-02-29,0.26666666666666666,0.39999999999999997,0.0,0.13950779308140812,0.0,0.19382554025192522
2016-03-31,0.23961224456304792,0.3,0.0,0.14092787962837483,0.01945987580857728,0.3
2016-04-29,0.26666666666666666,0.39999999999999997,0.0,0.13950779308140812,0.0,0.19382554025192522
2016-05-31,0.26666666666666666,0.39999999999999997,0.0,0.13950779308140812,0.0,0.19382554025192522
2016-06-30,0.23961224456304792,0.3,0.0,0.14092787962837483,0.01945987580857728,0.3
2016-07-31,0.23961224456304792,0.3,0.0,0.14092787962837483,0.01945987580857728,0.3
2016-08-31,0.23961224456304792,0.3,0.0,0.14092787962837483,0.01945987580857728,0.3
2016-09-30,0.23961224456304792,0.3,0.0,0.14092787962837483,0.01945987580857728,0.3
2016-10-31,0.26666666666666666,0.39999999999999997,0.0,0.13950779308140812,0.0,0.19382554025192522
2016-11-30,0.23961224456304792,0.3,0.0,0.14092787962837483,0.01945987580857728,0.3
2016-12-30,0.3,0.3,0.055273067904337676,0.08731468571144405,0.01500839726712235,0.242403849117096
2017-01-31,0.3,0.3,0.055273067904337676,0.08731468571144405,0.01500839726712235,0.242403849117096
2017-02-28,0.3,0.3,0.055273067904337676,0.08731468571144405,0.01500839726712235,0.242403849117096
2017-03-31,0.3,0.3,0.055273067904337676,0.08731468571144405,0.01500839726712235,0.242403849117096
2017-04-30,0.3,0.3,0.055273067904337676,0.08731468571144405,0.01500839726712235,0.242403849117096
2017-05-31,0.3,0.3,0.055273067904337676,0.08731468571144405,0.01500839726712235,0.242403849117096
2017-06-30,0.3,0.3,0.055273067904337676,0.08731468571144405,0.01500839726712235,0.242403849117096
2017-07-31,0.3,0.3,0.055273067904337676,0.08731468571144405,0.01500839726712235,0.242403849117096
2017-08-31,0.3,0.3,0.055273067904337676,0.08731468571144405,0.01500839726712235,0.242403849117096
2017-09-29,0.3,0.3,0.055273067904337676,0.08731468571144405,0.01500839726712235,0.242403849117096
2017-10-31,0.3,0.3,0.055273067904337676,0.08731468571144405,0.01500839726712235,0.242403849117096
2017-11-30,0.3,0.3,0.055273067904337676,0.08731468571144405,0.01500839726712235,0.242403849117096
2017-12-31,0.3,0.3,0.09079662088693656,0.00829482368035435,0.0009085554327091157,0.3
2018-01-31,0.3,0.3,0.09079662088693656,0.00829482368035435,0.0009085554327091157,0.3
2018-02-28,0.3,0.3,0.09079662088693656,0.00829482368035435,0.0009085554327091157,0.3
2018-03-30,0.3,0.3,0.09079662088693656,0.00829482368035435,0.0009085554327091157,0.3
2018-04-30,0.3,0.3,0.09079662088693656,0.00829482368035435,0.0009085554327091157,0.3
2018-05-31,0.3,0.3,0.09079662088693656,0.00829482368035435,0.0009085554327091157,0.3
2018-06-29,0.3,0.3,0.09079662088693656,0.00829482368035435,0.0009085554327091157,0.3
2018-07-31,0.3,0.3,0.09079662088693656,0.00829482368035435,0.0009085554327091157,0.3
2018-08-31,0.3,0.3,0.09079662088693656,0.00829482368035435,0.0009085554327091157,0.3
2018-09-30,0.3,0.3,0.09079662088693656,0.00829482368035435,0.0009085554327091157,0.3
2018-10-31,0.3,0.3,0.09079662088693656,0.00829482368035435,0.0009085554327091157,0.3
2018-11-30,0.3,0.3,0.09079662088693656,0.00829482368035435,0.0009085554327091157,0.3
2018-12-31,0.2,0.3,0.0179424292953701,0.17355686482217197,0.008500705882458048,0.3
2019-01-31,0.2,0.3,0.0179424292953701,0.17355686482217197,0.008500705882458048,0.3
2019-02-28,0.2,0.3,0.0179424292953701,0.17355686482217197,0.008500705882458048,0.3
2019-03-31,0.2,0.3,0.0179424292953701,0.17355686482217197,0.008500705882458048,0.3
2019-04-30,0.2,0.3,0.0179424292953701,0.17355686482217197,0.008500705882458048,0.3
2019-05-31,0.26666666666666666,0.39999999999999997,0.0,0.15103682696763976,0.0,0.1822965063656936
2019-06-30,0.2,0.3,0.0179424292953701,0.17355686482217197,0.008500705882458048,0.3
2019-07-31,0.2,0.3,0.0179424292953701,0.17355686482217197,0.008500705882458048,0.3
2019-08-30,0.2,0.3,0.0179424292953701,0.17355686482217197,0.008500705882458048,0.3
2019-09-30,0.2,0.3,0.0179424292953701,0.17355686482217197,0.008500705882458048,0.3
2019-10-31,0.2,0.3,0.0179424292953701,0.17355686482217197,0.008500705882458048,0.3
2019-11-29,0.2,0.3,0.0179424292953701,0.17355686482217197,0.008500705882458048,0.3
2019-12-31,0.2981217813467537,0.3,0.0,0.09830330488851317,0.0035749137647330636,0.3
2020-01-31,0.2981217813467537,0.3,0.0,0.09830330488851317,0.0035749137647330636,0.3
2020-02-29,0.26666666666666666,0.39999999999999997,0.0,0.12205232395277336,0.0,0.21128100938056002
2020-03-31,0.2981217813467537,0.3,0.0,0.09830330488851317,0.0035749137647330636,0.3
2020-04-30,0.26666666666666666,0.39999999999999997,0.0,0.12205232395277336,0.0,0.21128100938056002
2020-05-31,0.26666666666666666,0.39999999999999997,0.0,0.12205232395277336,0.0,0.21128100938056002
2020-06-30,0.26666666666666666,0.39999999999999997,0.0,0.12205232395277336,0.0,0.21128100938056002
2020-07-31,0.2981217813467537,0.3,0.0,0.09830330488851317,0.0035749137647330636,0.3
2020-08-31,0.26666666666666666,0.39999999999999997,0.0,0.12205232395277336,0.0,0.21128100938056002
2020-09-30,0.26666666666666666,0.39999999999999997,0.0,0.12205232395277336,0.0,0.21128100938056002
2020-10-31,0.26666666666666666,0.39999999999999997,0.0,0.12205232395277336,0.0,0.21128100938056002
2020-11-30,0.2981217813467537,0.3,0.0,0.09830330488851317,0.0035749137647330636,0.3
2020-12-31,0.2,0.3,0.01599043538976572,0.18400956461023432,0.0,0.3
2021-01-31,0.26666666666666666,0.39999999999999997,0.0,0.15444551757704242,0.0,0.1788878157562909
2021-02-28,0.26666666666666666,0.39999999999999997,0.0,0.15444551757704242,0.0,0.1788878157562909
2021-03-31,0.2,0.3,0.01599043538976572,0.18400956461023432,0.0,0.3
2021-04-30,0.26666666666666666,0.39999999999999997,0.0,0.15444551757704242,0.0,0.1788878157562909
2021-05-31,0.26666666666666666,0.39999999999999997,0.0,0.15444551757704242,0.0,0.1788878157562909
2021-06-30,0.26666666666666666,0.39999999999999997,0.0,0.15444551757704242,0.0,0.1788878157562909
2021-07-31,0.26666666666666666,0.39999999999999997,0.0,0.15444551757704242,0.0,0.1788878157562909
2021-08-31,0.26666666666666666,0.39999999999999997,0.0,0.15444551757704242,0.0,0.1788878157562909
2021-09-30,0.2,0.3,0.01599043538976572,0.18400956461023432,0.0,0.3
2021-10-31,0.2,0.3,0.01599043538976572,0.18400956461023432,0.0,0.3
2021-11-30,0.26666666666666666,0.39999999999999997,0.0,0.15444551757704242,0.0,0.1788878157562909
2021-12-31,0.24830703271905358,0.3,0.03793866893873297,0.11375429834221351,0.0,0.3
2022-01-31,0.24830703271905358,0.3,0.03793866893873297,0.11375429834221351,0.0,0.3
2022-02-28,0.26666666666666666,0.39999999999999997,0.0,0.12873155215373847,0.0,0.20460178117959485
2022-03-31,0.24830703271905358,0.3,0.03793866893873297,0.11375429834221351,0.0,0.3
2022-04-30,0.24830703271905358,0.3,0.03793866893873297,0.11375429834221351,0.0,0.3
2022-05-31,0.24830703271905358,0.3,0.03793866893873297,0.11375429834221351,0.0,0.3
2022-06-30,0.26666666666666666,0.39999999999999997,0.0,0.12873155215373847,0.0,0.20460178117959485
2022-07-31,0.24830703271905358,0.3,0.03793866893873297,0.11375429834221351,0.0,0.3
2022-08-31,0.26666666666666666,0.39999999999999997,0.0,0.12873155215373847,0.0,0.20460178117959485
2022-09-30,0.26666666666666666,0.39999999999999997,0.0,0.12873155215373847,0.0,0.20460178117959485
2022-10-31,0.24830703271905358,0.3,0.03793866893873297,0.11375429834221351,0.0,0.3
2022-11-30,0.24830703271905358,0.3,0.03793866893873297,0.11375429834221351,0.0,0.3
2022-12-31,0.2,0.3,0.0,0.2000000000000001,0.0,0.29999999999999993
2023-01-31,0.2,0.3,0.0,0.2000000000000001,0.0,0.29999999999999993
2023-02-28,0.2,0.3,0.0,0.2000000000000001,0.0,0.29999999999999993
2023-03-31,0.26666666666666666,0.39999999999999997,0.0,0.15942028985507248,0.0,0.17391304347826084
2023-04-30,0.2,0.3,0.0,0.2000000000000001,0.0,0.29999999999999993
2023-05-31,0.2,0.3,0.0,0.2000000000000001,0.0,0.29999999999999993
2023-06-30,0.2,0.3,0.0,0.2000000000000001,0.0,0.29999999999999993
2023-07-31,0.2,0.3,0.0,0.2000000000000001,0.0,0.29999999999999993
2023-08-31,0.2,0.3,0.0,0.2000000000000001,0.0,0.29999999999999993
2023-09-30,0.2,0.3,0.0,0.2000000000000001,0.0,0.29999999999999993
2023-10-31,0.2,0.3,0.0,0.2000000000000001,0.0,0.29999999999999993
2023-11-30,0.2,0.3,0.0,0.2000000000000001,0.0,0.29999999999999993
2023-12-31,0.2648632005623604,0.3,0.0,0.12451973953407013,0.010617059903569528,0.3
2024-01-31,0.2648632005623604,0.3,0.0,0.12451973953407013,0.010617059903569528,0.3
2024-02-29,0.2648632005623604,0.3,0.0,0.12451973953407013,0.010617059903569528,0.3
2024-03-31,0.26666666666666666,0.39999999999999997,0.0,0.13314104444946345,0.0,0.20019228888386986
2024-04-30,0.2648632005623604,0.3,0.0,0.12451973953407013,0.010617059903569528,0.3
2024-05-31,0.2648632005623604,0.3,0.0,0.12451973953407013,0.010617059903569528,0.3
2024-06-30,0.2648632005623604,0.3,0.0,0.12451973953407013,0.010617059903569528,0.3
2024-07-31,0.2648632005623604,0.3,0.0,0.12451973953407013,0.010617059903569528,0.3
2024-08-31,0.2648632005623604,0.3,0.0,0.12451973953407013,0.010617059903569528,0.3
2024-09-30,0.2648632005623604,0.3,0.0,0.12451973953407013,0.010617059903569528,0.3
2024-10-31,0.2648632005623604,0.3,0.0,0.12451973953407013,0.010617059903569528,0.3
2024-11-30,0.2648632005623604,0.3,0.0,0.12451973953407013,0.010617059903569528,0.3
2024-12-31,0.3,0.3,0.019448229984236804,0.08055177001576329,0.0,0.3
2025-01-31,0.3,0.3,0.019448229984236804,0.08055177001576329,0.0,0.3
2025-02-28,0.3,0.3,0.019448229984236804,0.08055177001576329,0.0,0.3
2025-03-31,0.3,0.3,0.019448229984236804,0.08055177001576329,0.0,0.3
2025-04-30,0.26666666666666666,0.39999999999999997,0.0,0.11381931411101807,0.0,0.21951401922231525
2025-05-31,0.3,0.3,0.019448229984236804,0.08055177001576329,0.0,0.3
2025-06-30,0.3,0.3,0.019448229984236804,0.08055177001576329,0.0,0.3
2025-07-31,0.3,0.3,0.019448229984236804,0.08055177001576329,0.0,0.3
2025-08-31,0.3,0.3,0.019448229984236804,0.08055177001576329,0.0,0.3
2025-09-30,0.3,0.3,0.019448229984236804,0.08055177001576329,0.0,0.3
2025-10-31,0.3,0.3,0.019448229984236804,0.08055177001576329,0.0,0.3
2025-11-30,0.3,0.3,0.019448229984236804,0.08055177001576329,0.0,0.3
2025-12-31,0.3,0.3,0.0483003939712855,0.05169960602871435,0.0,0.3
