rebalance_date,US Equity,US Treasuries,US TIPS,US REITs,Gold,Bitcoin
2014-12-31,0.4269201812000695,0.15,0.09999999999999999,0.2,0.1230798187999305,0.0
2015-01-30,0.4269201812000695,0.15,0.09999999999999999,0.2,0.1230798187999305,0.0
2015-02-27,0.4269201812000695,0.15,0.09999999999999999,0.2,0.1230798187999305,0.0
2015-03-31,0.4269201812000695,0.15,0.09999999999999999,0.2,0.1230798187999305,0.0
2015-04-30,0.4269201812000695,0.15,0.09999999999999999,0.2,0.1230798187999305,0.0
2015-05-31,0.4269201812000695,0.15,0.09999999999999999,0.2,0.1230798187999305,0.0
2015-06-30,0.4269201812000695,0.15,0.09999999999999999,0.2,0.1230798187999305,0.0
2015-07-31,0.4269201812000695,0.15,0.09999999999999999,0.2,0.1230798187999305,0.0
2015-08-31,0.4269201812000695,0.15,0.09999999999999999,0.2,0.1230798187999305,0.0
2015-09-30,0.4269201812000695,0.15,0.09999999999999999,0.2,0.1230798187999305,0.0
2015-10-30,0.4500000000000002,0.0,0.0,0.2500000000000001,0.1999999999999998,0.10000000000000003
2015-11-30,0.4269201812000695,0.15,0.09999999999999999,0.2,0.1230798187999305,0.0
2015-12-31,0.3443400837329156,0.15,0.1,0.1127307847080238,0.25,0.04292913155906065
2016-01-31,0.3443400837329156,0.15,0.1,0.1127307847080238,0.25,0.04292913155906065
2016-02-29,0.3443400837329156,0.15,0.1,0.1127307847080238,0.25,0.04292913155906065
2016-03-31,0.3443400837329156,0.15,0.1,0.1127307847080238,0.25,0.04292913155906065
2016-04-29,0.3443400837329156,0.15,0.1,0.1127307847080238,0.25,0.04292913155906065
2016-05-31,0.3443400837329156,0.15,0.1,0.1127307847080238,0.25,0.04292913155906065
2016-06-30,0.3443400837329156,0.15,0.1,0.1127307847080238,0.25,0.04292913155906065
2016-07-31,0.3443400837329156,0.15,0.1,0.1127307847080238,0.25,0.04292913155906065
2016-08-31,0.3443400837329156,0.15,0.1,0.1127307847080238,0.25,0.04292913155906065
2016-09-30,0.3443400837329156,0.15,0.1,0.1127307847080238,0.25,0.04292913155906065
2016-10-31,0.3443400837329156,0.15,0.1,0.1127307847080238,0.25,0.04292913155906065
2016-11-30,0.4500000000000002,0.0,0.0965466408426719,0.24999999999999958,0.1034533591573284,0.10000000000000003
2016-12-30,0.45,0.1499999999999999,0.1,0.050000000000000044,0.2126986705373335,0.03730132946266671
2017-01-31,0.45000000000000107,0.0,0.08933210939060854,0.24999999999999967,0.11066789060939042,0.10000000000000024
2017-02-28,0.45,0.1499999999999999,0.1,0.050000000000000044,0.2126986705373335,0.03730132946266671
2017-03-31,0.45,0.1499999999999999,0.1,0.050000000000000044,0.2126986705373335,0.03730132946266671
2017-04-30,0.45,0.1499999999999999,0.1,0.050000000000000044,0.2126986705373335,0.03730132946266671
2017-05-31,0.45,0.1499999999999999,0.1,0.050000000000000044,0.2126986705373335,0.03730132946266671
2017-06-30,0.45,0.1499999999999999,0.1,0.050000000000000044,0.2126986705373335,0.03730132946266671
2017-07-31,0.45,0.1499999999999999,0.1,0.050000000000000044,0.2126986705373335,0.03730132946266671
2017-08-31,0.45,0.1499999999999999,0.1,0.050000000000000044,0.2126986705373335,0.03730132946266671
2017-09-29,0.45,0.1499999999999999,0.1,0.050000000000000044,0.2126986705373335,0.03730132946266671
2017-10-31,0.45,0.1499999999999999,0.1,0.050000000000000044,0.2126986705373335,0.03730132946266671
2017-11-30,0.45,0.1499999999999999,0.1,0.050000000000000044,0.2126986705373335,0.03730132946266671
2017-12-31,0.45,0.15,0.1,0.061530698870500576,0.23741084851169883,0.0010584526178006178
2018-01-31,0.45,0.15,0.1,0.061530698870500576,0.23741084851169883,0.0010584526178006178
2018-02-28,0.45,0.15,0.1,0.061530698870500576,0.23741084851169883,0.0010584526178006178
2018-03-30,0.45,0.15,0.1,0.061530698870500576,0.23741084851169883,0.0010584526178006178
2018-04-30,0.45,0.15,0.1,0.061530698870500576,0.23741084851169883,0.0010584526178006178
2018-05-31,0.45,0.15,0.1,0.061530698870500576,0.23741084851169883,0.0010584526178006178
2018-06-29,0.45,0.15,0.1,0.061530698870500576,0.23741084851169883,0.0010584526178006178
2018-07-31,0.45,0.15,0.1,0.061530698870500576,0.23741084851169883,0.0010584526178006178
2018-08-31,0.45,0.15,0.1,0.061530698870500576,0.23741084851169883,0.0010584526178006178
2018-09-30,0.45,0.15,0.1,0.061530698870500576,0.23741084851169883,0.0010584526178006178
2018-10-31,0.45,0.15,0.1,0.061530698870500576,0.23741084851169883,0.0010584526178006178
2018-11-30,0.45,0.15,0.1,0.061530698870500576,0.23741084851169883,0.0010584526178006178
2018-12-31,0.3,0.14999999999999997,0.1,0.17468367258849707,0.25,0.025316327411503046
2019-01-31,0.3,0.14999999999999997,0.1,0.17468367258849707,0.25,0.025316327411503046
2019-02-28,0.3,0.14999999999999997,0.1,0.17468367258849707,0.25,0.025316327411503046
2019-03-31,0.3,0.14999999999999997,0.1,0.17468367258849707,0.25,0.025316327411503046
2019-04-30,0.3,0.14999999999999997,0.1,0.17468367258849707,0.25,0.025316327411503046
2019-05-31,0.3,0.14999999999999997,0.1,0.17468367258849707,0.25,0.025316327411503046
2019-06-30,0.3,0.14999999999999997,0.1,0.17468367258849707,0.25,0.025316327411503046
2019-07-31,0.3,0.14999999999999997,0.1,0.17468367258849707,0.25,0.025316327411503046
2019-08-30,0.3,0.14999999999999997,0.1,0.17468367258849707,0.25,0.025316327411503046
2019-09-30,0.3,0.14999999999999997,0.1,0.17468367258849707,0.25,0.025316327411503046
2019-10-31,0.3,0.14999999999999997,0.1,0.17468367258849707,0.25,0.025316327411503046
2019-11-29,0.3,0.14999999999999997,0.1,0.17468367258849707,0.25,0.025316327411503046
2019-12-31,0.3916549201505809,0.15,0.1,0.09873067107756293,0.25,0.009614408771856252
2020-01-31,0.3916549201505809,0.15,0.1,0.09873067107756293,0.25,0.009614408771856252
2020-02-29,0.4499999999999997,0.0,0.0,0.25000000000000006,0.20000000000000026,0.10000000000000002
2020-03-31,0.3916549201505809,0.15,0.1,0.09873067107756293,0.25,0.009614408771856252
2020-04-30,0.3916549201505809,0.15,0.1,0.09873067107756293,0.25,0.009614408771856252
2020-05-31,0.3916549201505809,0.15,0.1,0.09873067107756293,0.25,0.009614408771856252
2020-06-30,0.3916549201505809,0.15,0.1,0.09873067107756293,0.25,0.009614408771856252
2020-07-31,0.3916549201505809,0.15,0.1,0.09873067107756293,0.25,0.009614408771856252
2020-08-31,0.3916549201505809,0.15,0.1,0.09873067107756293,0.25,0.009614408771856252
2020-09-30,0.3916549201505809,0.15,0.1,0.09873067107756293,0.25,0.009614408771856252
2020-10-31,0.3916549201505809,0.15,0.1,0.09873067107756293,0.25,0.009614408771856252
2020-11-30,0.3916549201505809,0.15,0.1,0.09873067107756293,0.25,0.009614408771856252
2020-12-31,0.4499999999999999,0.15,0.1,0.050000000000000086,0.25,0.0
2021-01-31,0.4499999999999999,0.15,0.1,0.050000000000000086,0.25,0.0
2021-02-28,0.4499999999999999,0.15,0.1,0.050000000000000086,0.25,0.0
2021-03-31,0.4499999999999999,0.15,0.1,0.050000000000000086,0.25,0.0
2021-04-30,0.4499999999999999,0.15,0.1,0.050000000000000086,0.25,0.0
2021-05-31,0.4499999999999999,0.15,0.1,0.050000000000000086,0.25,0.0
2021-06-30,0.4499999999999999,0.15,0.1,0.050000000000000086,0.25,0.0
2021-07-31,0.4499999999999999,0.15,0.1,0.050000000000000086,0.25,0.0
2021-08-31,0.4499999999999999,0.15,0.1,0.050000000000000086,0.25,0.0
2021-09-30,0.45000000000000023,0.1558338085428172,0.0,0.2500000000000001,0.04416619145718242,0.1
2021-10-31,0.4499999999999999,0.15,0.1,0.050000000000000086,0.25,0.0
2021-11-30,0.4499999999999999,0.15,0.1,0.050000000000000086,0.25,0.0
2021-12-31,0.40827442452321894,0.15,0.1,0.09172557547678103,0.25,0.0
2022-01-31,0.4500000000000003,0.0,0.0,0.24999999999999994,0.1999999999999998,0.10000000000000003
2022-02-28,0.4500000000000003,0.0,0.0,0.24999999999999994,0.1999999999999998,0.10000000000000005
2022-03-31,0.4500000000000003,0.0,0.0,0.25000000000000006,0.19999999999999962,0.10000000000000002
2022-04-30,0.40827442452321894,0.15,0.1,0.09172557547678103,0.25,0.0
2022-05-31,0.40827442452321894,0.15,0.1,0.09172557547678103,0.25,0.0
2022-06-30,0.4500000000000002,0.0,0.0,0.2500000000000001,0.1999999999999998,0.1
2022-07-31,0.40827442452321894,0.15,0.1,0.09172557547678103,0.25,0.0
2022-08-31,0.40827442452321894,0.15,0.1,0.09172557547678103,0.25,0.0
2022-09-30,0.40827442452321894,0.15,0.1,0.09172557547678103,0.25,0.0
2022-10-31,0.40827442452321894,0.15,0.1,0.09172557547678103,0.25,0.0
2022-11-30,0.40827442452321894,0.15,0.1,0.09172557547678103,0.25,0.0
2022-12-31,0.3727755750055483,0.15,0.1,0.1272244249944517,0.25,0.0
2023-01-31,0.3727755750055483,0.15,0.1,0.1272244249944517,0.25,0.0
2023-02-28,0.3727755750055483,0.15,0.1,0.1272244249944517,0.25,0.0
2023-03-31,0.3727755750055483,0.15,0.1,0.1272244249944517,0.25,0.0
2023-04-30,0.3727755750055483,0.15,0.1,0.1272244249944517,0.25,0.0
2023-05-31,0.3727755750055483,0.15,0.1,0.1272244249944517,0.25,0.0
2023-06-30,0.3727755750055483,0.15,0.1,0.1272244249944517,0.25,0.0
2023-12-31,0.4254294854253051,0.15,0.1,0.05000000000000003,0.25,0.0245705145746948
2024-12-31,0.37274702384542024,0.15,0.1,0.18121281643180473,0.19604015972277508,0.0
2025-12-31,0.39387134191372464,0.15,0.1,0.19576170916368285,0.1603669489225924,0.0
